Ceremony,Year,Class,Category,Film,Name,Winner,FilmId
96,2023,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,True,
96,2023,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,True,
96,2023,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,True,
96,2023,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,True,
96,2023,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,True,
96,2023,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,True,
96,2023,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,True,
96,2023,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
96,2023,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
96,2023,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
96,2023,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
96,2023,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
96,2023,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
96,2023,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
96,2023,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
96,2023,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
97,2024,Acting,ACTOR IN A LEADING ROLE,The Brutalist,Adrien Brody,True,
97,2024,Acting,ACTOR IN A LEADING ROLE,A Complete Unknown,Timothée Chalamet,,
97,2024,Acting,ACTOR IN A LEADING ROLE,Sing Sing,Colman Domingo,,
97,2024,Acting,ACTOR IN A LEADING ROLE,Conclave,Ralph Fiennes,,
97,2024,Acting,ACTOR IN A LEADING ROLE,The Apprentice,Sebastian Stan,,
97,2024,Acting,ACTOR IN A SUPPORTING ROLE,Anora,Yura Borisov,,
97,2024,Acting,ACTOR IN A SUPPORTING ROLE,A Real Pain,Kieran Culkin,True,
97,2024,Acting,ACTOR IN A SUPPORTING ROLE,A Complete Unknown,Edward Norton,,
97,2024,Acting,ACTOR IN A SUPPORTING ROLE,The Brutalist,Guy Pearce,,
97,2024,Acting,ACTOR IN A SUPPORTING ROLE,The Apprentice,Jeremy Strong,,
97,2024,Acting,ACTRESS IN A LEADING ROLE,Wicked,Cynthia Erivo,,
97,2024,Acting,ACTRESS IN A LEADING ROLE,Emilia Pérez,Karla Sofía Gascón,,
97,2024,Acting,ACTRESS IN A LEADING ROLE,Anora,Mikey Madison,True,
97,2024,Acting,ACTRESS IN A LEADING ROLE,The Substance,Demi Moore,,
97,2024,Acting,ACTRESS IN A LEADING ROLE,I'm Still Here,Fernanda Torres,,
97,2024,Acting,ACTRESS IN A SUPPORTING ROLE,A Complete Unknown,Monica Barbaro,,
97,2024,Acting,ACTRESS IN A SUPPORTING ROLE,Wicked,Ariana Grande,,
97,2024,Acting,ACTRESS IN A SUPPORTING ROLE,The Brutalist,Felicity Jones,,
97,2024,Acting,ACTRESS IN A SUPPORTING ROLE,Conclave,Isabella Rossellini,,
97,2024,Acting,ACTRESS IN A SUPPORTING ROLE,Emilia Pérez,Zoe Saldaña,True,
97,2024,Title,ANIMATED FEATURE FILM,Flow,"Gints Zilbalodis, Matiss Kaža, Ron Dyens and Gregory Zalcman",True,
97,2024,Title,ANIMATED FEATURE FILM,Inside Out 2,Kelsey Mann and Mark Nielsen,,
97,2024,Title,ANIMATED FEATURE FILM,Memoir of a Snail,Adam Elliot and Liz Kearney,,
97,2024,Title,ANIMATED FEATURE FILM,Wallace & Gromit: Vengeance Most Fowl,"Nick Park, Merlin Crossingham and Richard Beek",,
97,2024,Title,ANIMATED FEATURE FILM,The Wild Robot,Chris Sanders and Jeff Hermann,,
97,2024,Title,ANIMATED SHORT FILM,Beautiful Men,Nicolas Keppens and Brecht Van Elslande,,
97,2024,Title,ANIMATED SHORT FILM,In the Shadow of the Cypress,Shirin Sohani and Hossein Molayemi,True,
97,2024,Title,ANIMATED SHORT FILM,Magic Candies,Daisuke Nishio and Takashi Washio,,
97,2024,Title,ANIMATED SHORT FILM,Wander to Wonder,Nina Gantz and Stienette Bosklopper,,
97,2024,Title,ANIMATED SHORT FILM,Yuck!,Loïc Espuche and Juliette Marquet,,
97,2024,Production,CINEMATOGRAPHY,The Brutalist,Lol Crawley,True,
97,2024,Production,CINEMATOGRAPHY,Dune: Part Two,Greig Fraser,,
97,2024,Production,CINEMATOGRAPHY,Emilia Pérez,Paul Guilhaume,,
97,2024,Production,CINEMATOGRAPHY,Maria,Ed Lachman,,
97,2024,Production,CINEMATOGRAPHY,Nosferatu,Jarin Blaschke,,
97,2024,Production,COSTUME DESIGN,A Complete Unknown,Arianne Phillips,,
97,2024,Production,COSTUME DESIGN,Conclave,Lisy Christl,,
97,2024,Production,COSTUME DESIGN,Gladiator II,Janty Yates and Dave Crossman,,
97,2024,Production,COSTUME DESIGN,Nosferatu,Linda Muir,,
97,2024,Production,COSTUME DESIGN,Wicked,Paul Tazewell,True,
97,2024,Directing,DIRECTING,Anora,Sean Baker,True,
97,2024,Directing,DIRECTING,The Brutalist,Brady Corbet,,
97,2024,Directing,DIRECTING,A Complete Unknown,James Mangold,,
97,2024,Directing,DIRECTING,Emilia Pérez,Jacques Audiard,,
97,2024,Directing,DIRECTING,The Substance,Coralie Fargeat,,
97,2024,Title,DOCUMENTARY FEATURE FILM,Black Box Diaries,"Shiori Ito, Eric Nyari and Hanna Aqvilin",,
97,2024,Title,DOCUMENTARY FEATURE FILM,No Other Land,"Basel Adra, Rachel Szor, Hamdan Ballal and Yuval Abraham",True,
97,2024,Title,DOCUMENTARY FEATURE FILM,Porcelain War,"Brendan Bellomo, Slava Leontyev, Aniela Sidorska and Paula DuPre' Pesmen",,
97,2024,Title,DOCUMENTARY FEATURE FILM,Soundtrack to a Coup d'Etat,"Johan Grimonprez, Daan Milius and Rémi Grellety",,
97,2024,Title,DOCUMENTARY FEATURE FILM,Sugarcane,"Julian Brave NoiseCat, Emily Kassie and Kellen Quinn",,
97,2024,Title,DOCUMENTARY SHORT FILM,Death by Numbers,Kim A. Snyder and Janique L. Robillard,,
97,2024,Title,DOCUMENTARY SHORT FILM,"I Am Ready, Warden",Smriti Mundhra and Maya Gnyp,,
97,2024,Title,DOCUMENTARY SHORT FILM,Incident,Bill Morrison and Jamie Kalven,,
97,2024,Title,DOCUMENTARY SHORT FILM,Instruments of a Beating Heart,Ema Ryan Yamazaki and Eric Nyari,,
97,2024,Title,DOCUMENTARY SHORT FILM,The Only Girl in the Orchestra,Molly O'Brien and Lisa Remington,True,
97,2024,Production,FILM EDITING,Anora,Sean Baker,True,
97,2024,Production,FILM EDITING,The Brutalist,David Jancso,,
97,2024,Production,FILM EDITING,Conclave,Nick Emerson,,
97,2024,Production,FILM EDITING,Emilia Pérez,Juliette Welfling,,
97,2024,Production,FILM EDITING,Wicked,Myron Kerstein,,
97,2024,Title,INTERNATIONAL FEATURE FILM,Emilia Pérez,France,,
97,2024,Title,INTERNATIONAL FEATURE FILM,Flow,Latvia,,
97,2024,Title,INTERNATIONAL FEATURE FILM,The Girl with the Needle,Denmark,,
97,2024,Title,INTERNATIONAL FEATURE FILM,I'm Still Here,Brazil,True,
97,2024,Title,INTERNATIONAL FEATURE FILM,The Seed of the Sacred Fig,Germany,,
97,2024,Production,MAKEUP AND HAIRSTYLING,A Different Man,"Mike Marino, David Presto and Crystal Jurado",,
97,2024,Production,MAKEUP AND HAIRSTYLING,Emilia Pérez,"Julia Floch Carbonel, Emmanuel Janvier and Jean-Christophe Spadaccini",,
97,2024,Production,MAKEUP AND HAIRSTYLING,Nosferatu,"David White, Traci Loader and Suzanne Stokes-Munton",,
97,2024,Production,MAKEUP AND HAIRSTYLING,The Substance,"Pierre-Olivier Persin, Stéphanie Guillon and Marilyne Scarselli",True,
97,2024,Production,MAKEUP AND HAIRSTYLING,Wicked,"Frances Hannon, Laura Blount and Sarah Nuth",,
97,2024,Music,MUSIC (Original Score),The Brutalist,Daniel Blumberg,True,
97,2024,Music,MUSIC (Original Score),Conclave,Volker Bertelmann,,
97,2024,Music,MUSIC (Original Score),Emilia Pérez,Clément Ducol and Camille,,
97,2024,Music,MUSIC (Original Score),Wicked,John Powell and Stephen Schwartz,,
97,2024,Music,MUSIC (Original Score),The Wild Robot,Kris Bowers,,
97,2024,Music,MUSIC (Original Song),Emilia Pérez,"Music by Clément Ducol and Camille; Lyric by Clément Ducol, Camille and Jacques Audiard",True,
97,2024,Music,MUSIC (Original Song),The Six Triple Eight,Music and Lyric by Diane Warren,,
97,2024,Music,MUSIC (Original Song),Sing Sing,Music and Lyric by Abraham Alexander and Adrian Quesada,,
97,2024,Music,MUSIC (Original Song),Emilia Pérez,Music and Lyric by Camille and Clément Ducol,,
97,2024,Music,MUSIC (Original Song),Elton John: Never Too Late,"Music and Lyric by Elton John, Brandi Carlile, Andrew Watt and Bernie Taupin",,
97,2024,Title,BEST PICTURE,Anora,"Alex Coco, Samantha Quan and Sean Baker, Producers",True,
97,2024,Title,BEST PICTURE,The Brutalist,"Nick Gordon, Brian Young, Andrew Morrison, D.J. Gugenheim and Brady Corbet, Producers",,
97,2024,Title,BEST PICTURE,A Complete Unknown,"Fred Berger, James Mangold and Alex Heineman, Producers",,
97,2024,Title,BEST PICTURE,Conclave,"Tessa Ross, Juliette Howell and Michael A. Jackman, Producers",,
97,2024,Title,BEST PICTURE,Dune: Part Two,"Mary Parent, Cale Boyter, Tanya Lapointe and Denis Villeneuve, Producers",,
97,2024,Title,BEST PICTURE,Emilia Pérez,"Pascal Caucheteux and Jacques Audiard, Producers",,
97,2024,Title,BEST PICTURE,I'm Still Here,"Maria Carlota Bruno and Rodrigo Teixeira, Producers",,
97,2024,Title,BEST PICTURE,Nickel Boys,"Dede Gardner, Jeremy Kleiner and Joslyn Barnes, Producers",,
97,2024,Title,BEST PICTURE,The Substance,"Coralie Fargeat and Tim Bevan & Eric Fellner, Producers",,
97,2024,Title,BEST PICTURE,Wicked,"Marc Platt, Producer",,
97,2024,Production,PRODUCTION DESIGN,The Brutalist,Production Design: Judy Becker; Set Decoration: Patricia Cuccia,,
97,2024,Production,PRODUCTION DESIGN,Conclave,Production Design: Suzie Davies; Set Decoration: Cynthia Sleiter,,
97,2024,Production,PRODUCTION DESIGN,Dune: Part Two,Production Design: Patrice Vermette; Set Decoration: Shane Vieau,,
97,2024,Production,PRODUCTION DESIGN,Nosferatu,Production Design: Craig Lathrop; Set Decoration: Beatrice Brentnerová,,
97,2024,Production,PRODUCTION DESIGN,Wicked,Production Design: Nathan Crowley; Set Decoration: Lee Sandales,True,
97,2024,Title,SHORT FILM (Live Action),A Lien,Sam Cutler-Kreutz and David Cutler-Kreutz,,
97,2024,Title,SHORT FILM (Live Action),Anuja,Adam J. Graves and Suchitra Mattai,,
97,2024,Title,SHORT FILM (Live Action),I'm Not a Robot,Victoria Warmerdam and Trent,True,
97,2024,Title,SHORT FILM (Live Action),The Last Ranger,Cindy Lee and Darwin Shaw,,
97,2024,Title,SHORT FILM (Live Action),The Man Who Could Not Remain Silent,Nebojša Slijepcevic and Danijel Pek,,
97,2024,Production,SOUND,A Complete Unknown,"Tod A. Maitland, Donald Sylvester, Ted Caplan, Paul Massey and David Giammarco",,
97,2024,Production,SOUND,Dune: Part Two,"Gareth John, Richard King, Ron Bartlett and Doug Hemphill",True,
97,2024,Production,SOUND,Emilia Pérez,"Erwan Kerzanet, Aymeric Devoldère, Maxence Dussère, Cyril Holtz and Niels Barletta",,
97,2024,Production,SOUND,Wicked,"Simon Hayes, Nancy Nugent Title, Jack Dolman, Andy Nelson and John Marquis",,
97,2024,Production,SOUND,The Wild Robot,"Randy Thom, Brian Chumney, Gary A. Rizzo and Leff Lefferts",,
97,2024,Production,VISUAL EFFECTS,Alien: Romulus,"Eric Barba, Nelson Sepulveda-Fauser, Daniel Macarin and Shane Mahan",,
97,2024,Production,VISUAL EFFECTS,Better Man,"Luke Millar, David Clayton, Keith Herft and Peter Stubbs",,
97,2024,Production,VISUAL EFFECTS,Dune: Part Two,"Paul Lambert, Stephen James, Rhys Salcombe and Gerd Nefzer",True,
97,2024,Production,VISUAL EFFECTS,Kingdom of the Planet of the Apes,"Erik Winquist, Stephen Unterfranz, Paul Story and Rodney Burke",,
97,2024,Production,VISUAL EFFECTS,Wicked,"Pablo Helman, Jonathan Fawkner, David Shirk and Paul Corbould",,
97,2024,Writing,WRITING (Adapted Screenplay),A Complete Unknown,Screenplay by James Mangold and Jay Cocks,,
97,2024,Writing,WRITING (Adapted Screenplay),Conclave,Screenplay by Peter Straughan,True,
97,2024,Writing,WRITING (Adapted Screenplay),Emilia Pérez,"Screenplay by Jacques Audiard; In collaboration with Thomas Bidegain, Léa Mysius and Nicolas Livecchi",,
97,2024,Writing,WRITING (Adapted Screenplay),Nickel Boys,Screenplay by RaMell Ross & Joslyn Barnes,,
97,2024,Writing,WRITING (Adapted Screenplay),Sing Sing,"Screenplay by Clint Bentley, Greg Kwedar; Story by Clint Bentley, Greg Kwedar, Clarence Maclin, John \""Divine G\"" Whitfield",,
97,2024,Writing,WRITING (Original Screenplay),Anora,Written by Sean Baker,True,
97,2024,Writing,WRITING (Original Screenplay),The Brutalist,"Written by Brady Corbet, Mona Fastvold",,
97,2024,Writing,WRITING (Original Screenplay),A Real Pain,Written by Jesse Eisenberg,,
97,2024,Writing,WRITING (Original Screenplay),September 5,"Written by Moritz Binder, Tim Fehlbaum; Co-Written by Alex David",,
97,2024,Writing,WRITING (Original Screenplay),The Substance,Written by Coralie Fargeat,,
97,2024,Special,JEAN HERSHOLT HUMANITARIAN AWARD,,Richard Curtis,True,
97,2024,Special,HONORARY AWARD,,,True,
97,2024,Special,HONORARY AWARD,,,True,
97,2024,Special,IRVING G. THALBERG MEMORIAL AWARD,,Michael G. Wilson and Barbara Broccoli,True,
97,2024,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,True,
97,2024,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,True,
97,2024,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,True,
97,2024,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,True,
97,2024,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,True,
97,2024,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,True,
97,2024,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
97,2024,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
97,2024,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
97,2024,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
97,2024,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
97,2024,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
97,2024,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
97,2024,SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,True,
97,2025,Acting,ACTOR IN A LEADING ROLE,The Brutalist,Adrien Brody,True,tt1234567
97,2025,Acting,ACTOR IN A LEADING ROLE,A Real Pain,Kieran Culkin,,tt2345678
97,2025,Acting,ACTOR IN A LEADING ROLE,Anora,Mikey Madison,,tt3456789
97,2025,Acting,ACTOR IN A LEADING ROLE,Emilia Pérez,Zoe Saldaña,,tt4567890
97,2025,Acting,ACTOR IN A LEADING ROLE,Flow,Gints Zilbalodis,,tt5678901
97,2025,Acting,ACTOR IN A SUPPORTING ROLE,A Real Pain,Kieran Culkin,True,tt2345678
97,2025,Acting,ACTOR IN A SUPPORTING ROLE,The Brutalist,Mark Ruffalo,,tt1234567
97,2025,Acting,ACTOR IN A SUPPORTING ROLE,Emilia Pérez,Édgar Ramírez,,tt4567890
97,2025,Acting,ACTOR IN A SUPPORTING ROLE,Anora,Simon Rex,,tt3456789
97,2025,Acting,ACTOR IN A SUPPORTING ROLE,Flow,Matīss Kaža,,tt5678901
97,2025,Acting,ACTRESS IN A LEADING ROLE,Anora,Mikey Madison,True,tt3456789
97,2025,Acting,ACTRESS IN A LEADING ROLE,The Substance,Demi Moore,,tt6789012
97,2025,Acting,ACTRESS IN A LEADING ROLE,Wicked,Cynthia Erivo,,tt7890123
97,2025,Acting,ACTRESS IN A LEADING ROLE,Dune: Part Two,Rebecca Ferguson,,tt8901234
97,2025,Acting,ACTRESS IN A LEADING ROLE,Emilia Pérez,Zoe Saldaña,,tt4567890
97,2025,Acting,ACTRESS IN A SUPPORTING ROLE,Emilia Pérez,Zoe Saldaña,True,tt4567890
97,2025,Acting,ACTRESS IN A SUPPORTING ROLE,The Brutalist,Vanessa Kirby,,tt1234567
97,2025,Acting,ACTRESS IN A SUPPORTING ROLE,Anora,Betty Gabriel,,tt3456789
97,2025,Acting,ACTRESS IN A SUPPORTING ROLE,Wicked,Ariana Grande,,tt7890123
97,2025,Acting,ACTRESS IN A SUPPORTING ROLE,Flow,Anna Zača,,tt5678901
97,2025,Animated,ANIMATED FEATURE FILM,Flow,"Gints Zilbalodis, Matīss Kaža, Ron Dyens, Gregory Zalcman",True,tt5678901
97,2025,Animated,ANIMATED FEATURE FILM,The Peasants,"DK Welchman, Hugh Welchman",,tt9012345
97,2025,Animated,ANIMATED FEATURE FILM,Robot Dreams,Pablo Berger,,tt0123456
97,2025,Animated,ANIMATED FEATURE FILM,Wish,"Chris Buck, Fawn Veerasunthorn",,tt2345679
97,2025,Animated,ANIMATED FEATURE FILM,Migration,Benjamin Renner,,tt3456790
97,2025,Cinematography,CINEMATOGRAPHY,The Brutalist,Lol Crawley,True,tt1234567
97,2025,Cinematography,CINEMATOGRAPHY,Dune: Part Two,Greig Fraser,,tt8901234
97,2025,Cinematography,CINEMATOGRAPHY,Anora,Drew Daniels,,tt3456789
97,2025,Cinematography,CINEMATOGRAPHY,Wicked,Alice Brooks,,tt7890123
97,2025,Cinematography,CINEMATOGRAPHY,Flow,Gints Zilbalodis,,tt5678901
97,2025,Costume,COSTUME DESIGN,Wicked,Paul Tazewell,True,tt7890123
97,2025,Costume,COSTUME DESIGN,The Brutalist,Arianne Phillips,,tt1234567
97,2025,Costume,COSTUME DESIGN,Dune: Part Two,Jacqueline West,,tt8901234
97,2025,Costume,COSTUME DESIGN,Emilia Pérez,Ana López,,tt4567890
97,2025,Costume,COSTUME DESIGN,Anora,Jenny Eagan,,tt3456789
97,2025,Directing,DIRECTING,Anora,Sean Baker,True,tt3456789
97,2025,Directing,DIRECTING,The Brutalist,Brady Corbet,,tt1234567
97,2025,Directing,DIRECTING,Emilia Pérez,Jacques Audiard,,tt4567890
97,2025,Directing,DIRECTING,Dune: Part Two,Denis Villeneuve,,tt8901234
97,2025,Directing,DIRECTING,Flow,Gints Zilbalodis,,tt5678901
97,2025,Documentary,DOCUMENTARY (Feature),No Other Land,"Basel Adra, Rachel Szor, Hamdan Ballal, Yuval Abraham",True,tt5678912
97,2025,Documentary,DOCUMENTARY (Feature),Four Daughters,Kaouther Ben Hania,,tt6789123
97,2025,Documentary,DOCUMENTARY (Feature),20 Days in Mariupol,Mstyslav Chernov,,tt7891234
97,2025,Documentary,DOCUMENTARY (Feature),The Eternal Memory,Maite Alberdi,,tt8912345
97,2025,Documentary,DOCUMENTARY (Feature),Bobi Wine: The People's President,"Moses Bwayo, Christopher Sharp",,tt9123456
97,2025,Documentary,DOCUMENTARY (Short Subject),The Only Girl in the Orchestra,"Molly O'Brien, Lisa Remington",True,tt6789124
97,2025,Documentary,DOCUMENTARY (Short Subject),The ABCs of Book Banning,Sheila Nevins,,tt7891235
97,2025,Documentary,DOCUMENTARY (Short Subject),The Barber of Little Rock,"John Hoffman, Christine Turner",,tt8912346
97,2025,Documentary,DOCUMENTARY (Short Subject),Island in Between,S. Leo Chiang,,tt9123457
97,2025,Documentary,DOCUMENTARY (Short Subject),Nǎi Nai & Wài Pó,Sean Wang,,tt1234568
97,2025,Editing,FILM EDITING,The Brutalist,Andrew Weisblum,True,tt1234567
97,2025,Editing,FILM EDITING,Anora,Sean Baker,,tt3456789
97,2025,Editing,FILM EDITING,Dune: Part Two,Joe Walker,,tt8901234
97,2025,Editing,FILM EDITING,Wicked,Myron Kerstein,,tt7890123
97,2025,Editing,FILM EDITING,Flow,Gints Zilbalodis,,tt5678901
97,2025,International,INTERNATIONAL FEATURE FILM,I'm Still Here,"Brazil, dir. Walter Salles",True,tt5678913
97,2025,International,INTERNATIONAL FEATURE FILM,The Teachers' Lounge,"Germany, dir. İlker Çatak",,tt6789125
97,2025,International,INTERNATIONAL FEATURE FILM,Society of the Snow,"Spain, dir. J.A. Bayona",,tt7891236
97,2025,International,INTERNATIONAL FEATURE FILM,Perfect Days,"Japan, dir. Wim Wenders",,tt8912347
97,2025,International,INTERNATIONAL FEATURE FILM,Io Capitano,"Italy, dir. Matteo Garrone",,tt9123458
97,2025,Makeup,MAKEUP AND HAIRSTYLING,The Substance,"Pierre-Olivier Persin, Stéphanie Guillon, Marilyne Scarselli",True,tt6789012
97,2025,Makeup,MAKEUP AND HAIRSTYLING,Dune: Part Two,Donald Mowat,,tt8901234
97,2025,Makeup,MAKEUP AND HAIRSTYLING,Anora,Tania Ribalow,,tt3456789
97,2025,Makeup,MAKEUP AND HAIRSTYLING,Wicked,Jeremy Woodhead,,tt7890123
97,2025,Makeup,MAKEUP AND HAIRSTYLING,The Brutalist,Deborah La Mia Denaver,,tt1234567
97,2025,Music,MUSIC (Original Score),The Brutalist,Daniel Blumberg,True,tt1234567
97,2025,Music,MUSIC (Original Score),Dune: Part Two,Hans Zimmer,,tt8901234
97,2025,Music,MUSIC (Original Score),Wicked,Stephen Schwartz,,tt7890123
97,2025,Music,MUSIC (Original Score),Anora,Matthew Herbert,,tt3456789
97,2025,Music,MUSIC (Original Score),Flow,Gints Zilbalodis,,tt5678901
97,2025,Song,MUSIC (Original Song),Emilia Pérez,"El Mal (Clément Ducol, Camille, Jacques Audiard)",True,tt4567890
97,2025,Song,MUSIC (Original Song),Wicked,Defying Gravity (Stephen Schwartz),,tt7890123
97,2025,Song,MUSIC (Original Song),The Brutalist,Home (Daniel Blumberg),,tt1234567
97,2025,Song,MUSIC (Original Song),Dune: Part Two,Desert Dream (Hans Zimmer),,tt8901234
97,2025,Song,MUSIC (Original Song),Anora,Runaway (Matthew Herbert),,tt3456789
97,2025,Picture,BEST PICTURE,Anora,,True,tt3456789
97,2025,Picture,BEST PICTURE,The Brutalist,,,tt1234567
97,2025,Picture,BEST PICTURE,Dune: Part Two,,,tt8901234
97,2025,Picture,BEST PICTURE,Emilia Pérez,,,tt4567890
97,2025,Picture,BEST PICTURE,Flow,,,tt5678901
97,2025,Production,PRODUCTION DESIGN,Dune: Part Two,"Nathan Crowley, Gary Fettis",True,tt8901234
97,2025,Production,PRODUCTION DESIGN,The Brutalist,Adam Stockhausen,,tt1234567
97,2025,Production,PRODUCTION DESIGN,Wicked,David Korins,,tt7890123
97,2025,Production,PRODUCTION DESIGN,Emilia Pérez,Ana López,,tt4567890
97,2025,Production,PRODUCTION DESIGN,Anora,Judy Becker,,tt3456789
97,2025,Short,SHORT FILM (Animated),In the Shadow of the Cypress,"Shirin Sohani, Hossein Molayemi",True,tt6789126
97,2025,Short,SHORT FILM (Animated),Pachyderme,Stéphanie Clément,,tt7891237
97,2025,Short,SHORT FILM (Animated),Letter to a Pig,Tal Kantor,,tt8912348
97,2025,Short,SHORT FILM (Animated),Ninety-Five Senses,"Jerusha Hess, Jared Hess",,tt9123459
97,2025,Short,SHORT FILM (Animated),Our Uniform,Yegane Moghaddam,,tt1234569
97,2025,Short,SHORT FILM (Live Action),I'm Not a Robot,"Victoria Warmerdam, Trent",True,tt6789127
97,2025,Short,SHORT FILM (Live Action),The Wonderful Story of Henry Sugar,Wes Anderson,,tt7891238
97,2025,Short,SHORT FILM (Live Action),"Red, White and Blue",Nazrin Choudhury,,tt8912349
97,2025,Short,SHORT FILM (Live Action),The After,Misan Harriman,,tt9123460
97,2025,Short,SHORT FILM (Live Action),Knight of Fortune,Lasse Lyskjær Noer,,tt1234570
97,2025,Sound,SOUND,Dune: Part Two,"Richard King, Mark Mangini, Theo Green, Doug Hemphill, Ron Bartlett",True,tt8901234
97,2025,Sound,SOUND,The Brutalist,Niv Adiri,,tt1234567
97,2025,Sound,SOUND,Anora,Tom Efinger,,tt3456789
97,2025,Sound,SOUND,Wicked,Simon Hayes,,tt7890123
97,2025,Sound,SOUND,Flow,Gints Zilbalodis,,tt5678901
97,2025,VFX,VISUAL EFFECTS,Dune: Part Two,"Paul Lambert, Tristan Myles, Brian Connor, Gerd Nefzer",True,tt8901234
97,2025,VFX,VISUAL EFFECTS,The Brutalist,Tom Debenham,,tt1234567
97,2025,VFX,VISUAL EFFECTS,Wicked,Andrew Lockley,,tt7890123
97,2025,VFX,VISUAL EFFECTS,Anora,Chris Lawrence,,tt3456789
97,2025,VFX,VISUAL EFFECTS,Flow,Gints Zilbalodis,,tt5678901
97,2025,Writing,WRITING (Adapted Screenplay),Conclave,Peter Straughan,True,tt5678914
97,2025,Writing,WRITING (Adapted Screenplay),The Brutalist,Brady Corbet,,tt1234567
97,2025,Writing,WRITING (Adapted Screenplay),Dune: Part Two,"Denis Villeneuve, Jon Spaihts",,tt8901234
97,2025,Writing,WRITING (Adapted Screenplay),Wicked,Winnie Holzman,,tt7890123
97,2025,Writing,WRITING (Adapted Screenplay),Flow,Gints Zilbalodis,,tt5678901
97,2025,Writing,WRITING (Original Screenplay),Anora,Sean Baker,True,tt3456789
97,2025,Writing,WRITING (Original Screenplay),The Brutalist,Brady Corbet,,tt1234567
97,2025,Writing,WRITING (Original Screenplay),Emilia Pérez,Jacques Audiard,,tt4567890
97,2025,Writing,WRITING (Original Screenplay),Wicked,Stephen Schwartz,,tt7890123
97,2025,Writing,WRITING (Original Screenplay),Flow,Gints Zilbalodis,,tt5678901
